city_or_county,state_abr,n_rpts_x,n_injured_x,n_killed_x,n_injured_y,n_rpts_y,n_killed_y
Plainfield,IN,5,2,2,2,5,2
Plainfield,NJ,50,27,20,27,50,20
Plainfield,PA,1,0,0,0,1,0
Plainfield,VT,2,0,1,0,2,1
Plainfield,WI,1,0,0,0,1,0
Plainfield (North Plainfield),NJ,3,1,0,1,3,0
Plains,GA,1,0,2,0,1,2
Plains Township,PA,1,0,0,0,1,0
Plainsboro,NJ,1,0,0,0,1,0
Plainview,NY,1,0,0,0,1,0
Plainview,TX,6,5,0,5,6,0
Plainville,CT,2,0,0,0,2,0
Plainville,GA,1,0,0,0,1,0
Plainville,KS,1,1,0,1,1,0
Plainville,MA,2,0,0,0,2,0
Plainville (Epsom),IN,1,0,0,0,1,0
Plainwell,MI,4,0,3,0,4,3
Plaistow,NH,1,1,0,1,1,0
Planada,CA,8,8,4,8,8,4
Plano,TX,25,11,23,11,25,23
Plano (Murphy),TX,1,1,0,1,1,0
Plant City,FL,42,19,15,19,42,15
Plantation,FL,25,11,9,11,25,9
Plantersville,AL,2,0,2,0,2,2
Plantersville,MS,3,1,2,1,3,2
Plantersville (Todd Mission),TX,1,0,1,0,1,1
Plaquemine,LA,16,7,7,7,16,7
Plaquemines (county),LA,1,0,0,0,1,0
Platina,CA,1,1,0,1,1,0
Platinum,AK,1,0,1,0,1,1
Platte City,MO,1,1,0,1,1,0
Platte County,MO,2,0,1,0,2,1
Plattekill,NY,3,0,1,0,3,1
Plattenville,LA,1,0,0,0,1,0
Platteville,WI,2,0,0,0,2,0
Plattsburgh,NY,9,3,3,3,9,3
Plattsmouth,NE,3,0,0,0,3,0
Playa Vista,CA,1,0,1,0,1,1
Pleasant Garden,NC,1,0,1,0,1,1
Pleasant Grove,AL,8,1,4,1,8,4
Pleasant Grove,FL,1,1,1,1,1,1
Pleasant Grove,UT,2,0,1,0,2,1
Pleasant Hill,CA,4,2,0,2,4,0
Pleasant Hill,IA,3,1,0,1,3,0
Pleasant Hill,NC,2,0,1,0,2,1
Pleasant Hill,OH,1,0,1,0,1,1
Pleasant Hill,SC,1,0,0,0,1,0
Pleasant Hills,PA,1,1,1,1,1,1
Pleasant Lake,IN,1,0,0,0,1,0
Pleasant Prairie,WI,7,2,4,2,7,4
Pleasant Township,IN,1,1,0,1,1,0
Pleasant Valley,MO,1,1,0,1,1,0
Pleasant Valley,NY,5,0,1,0,5,1
Pleasant View,CO,1,0,1,0,1,1
Pleasant View,TN,2,0,0,0,2,0
Pleasanton,CA,8,0,2,0,8,2
Pleasanton,TX,5,3,4,3,5,4
Pleasantville,NJ,73,38,13,38,73,13
Pleasantville,OH,4,1,1,1,4,1
Pleasureville,KY,1,0,1,0,1,1
Plover,WI,2,1,1,1,2,1
Plover (Buena Vista),WI,1,1,0,1,1,0
Plum,PA,1,0,0,0,1,0
Plummer,ID,2,1,0,1,2,0
Plumsted,NJ,1,0,0,0,1,0
Plymouth,IN,4,2,0,2,4,0
Plymouth,MA,40,3,0,3,40,0
Plymouth,MI,5,1,1,1,5,1
Plymouth,NC,14,13,3,13,14,3
Plymouth,NH,1,0,0,0,1,0
Plymouth,NY,2,0,0,0,2,0
Plymouth,PA,10,1,4,1,10,4
Plymouth,WI,1,0,0,0,1,0
Plymouth Meeting,PA,2,1,0,1,2,0
Plympton,MA,1,0,0,0,1,0
Poca,WV,2,0,0,0,2,0
Pocahontas,AR,1,0,1,0,1,1
Pocasset,MA,1,0,0,0,1,0
Pocatello,ID,43,13,8,13,43,8
Pocatello (Chubbuck),ID,4,1,2,1,4,2
Pocomoke City,MD,4,0,5,0,4,5
Pocomoke City (Pocomoke),MD,1,1,0,1,1,0
Pocono,PA,1,0,0,0,1,0
Pocono (county),PA,1,0,0,0,1,0
Pocono Pines,PA,1,0,0,0,1,0
Pocono Summit,PA,1,0,0,0,1,0
Poe,WV,1,1,0,1,1,0
Poinciana,FL,2,0,1,0,2,1
Poinsett County,AR,1,3,0,3,1,0
Point,TX,2,1,0,1,2,0
Point Pleasant,WV,2,1,0,1,2,0
Point Pleasant Beach,NJ,2,0,0,0,2,0
Point South,SC,1,1,0,1,1,0
Pointblank,TX,1,1,0,1,1,0
Pointe Coupee,LA,1,0,3,0,1,3
Pojoaque,NM,2,0,0,0,2,0
Poland,IN,1,0,0,0,1,0
Poland,ME,1,0,0,0,1,0
Poland (Russia),NY,1,0,2,0,1,2
Polebridge,MT,1,0,1,0,1,1
Polk,PA,1,1,0,1,1,0
Polk (county),AR,1,1,0,1,1,0
Polk (county),FL,3,0,2,0,3,2
Polk (county),GA,1,0,0,0,1,0
Polk (county),IA,1,0,0,0,1,0
Polk (county),MN,1,0,0,0,1,0
Polk (county),NC,1,0,1,0,1,1
Polk (county),TX,1,0,1,0,1,1
Polk City,FL,6,1,6,1,6,6
Polk County,FL,3,1,1,1,3,1
Polk County,NC,1,0,0,0,1,0
Polkton,NC,1,0,1,0,1,1
Pollok,TX,2,1,0,1,2,0
Polson,MT,2,3,1,3,2,1
Pomaria,SC,2,0,0,0,2,0
Pomeroy,IA,1,0,1,0,1,1
Pomona,CA,98,62,45,62,98,45
Pomona,IL,1,0,0,0,1,0
Pomona,NY,1,0,0,0,1,0
Pomona Park,FL,3,2,1,2,3,1
Pompano Beach,FL,65,27,21,27,65,21
Pompano Beach (North Lauderdale),FL,12,7,5,7,12,5
Pompano Beach (Parkland),FL,2,19,17,19,2,17
Pompey,NY,1,1,0,1,1,0
Ponca City,OK,4,2,1,2,4,1
Ponce de Leon,FL,1,0,2,0,1,2
Ponchatoula,LA,11,3,5,3,11,5
Pond Creek,OK,1,1,1,1,1,1
Ponder,TX,2,1,1,1,2,1
Ponderay,ID,1,0,0,0,1,0
Ponte Vedra,FL,2,1,0,1,2,0
Ponte Vedra Beach,FL,2,0,0,0,2,0
Pontiac,IL,1,0,0,0,1,0
Pontiac,MI,238,129,33,129,238,33
Pontotoc,MS,6,4,2,4,6,2
Pontotoc,TX,1,0,0,0,1,0
Pontotoc (county),MS,1,1,0,1,1,0
Pontotoc (county),OK,3,1,1,1,3,1
Pontotoc County,MS,1,1,0,1,1,0
Pooler,GA,9,6,2,6,9,2
Pope,MS,5,4,3,4,5,3
Pope (county),AR,2,0,0,0,2,0
Pope (county),MN,1,0,1,0,1,1
Pope County,AR,3,0,3,0,3,3
Poplar,CA,1,1,0,1,1,0
Poplar Bluff,MO,27,6,10,6,27,10
Poplarville,MS,2,0,2,0,2,2
Porcupine,SD,2,3,0,3,2,0
Port Allegany,PA,2,0,0,0,2,0
Port Allen,LA,15,8,6,8,15,6
Port Angeles,WA,15,2,4,2,15,4
Port Aransas,TX,1,0,0,0,1,0
Port Arthur,TX,50,30,18,30,50,18
Port Austin,MI,1,1,0,1,1,0
Port Barre,LA,8,1,1,1,8,1
Port Bolivar,TX,1,0,1,0,1,1
Port Byron,NY,2,1,0,1,2,0
Port Carbon,PA,2,2,0,2,2,0
Port Charlotte,FL,23,6,9,6,23,9
Port Chester,NY,3,1,0,1,3,0
Port Clinton,OH,1,0,1,0,1,1
Port Deposit,MD,2,0,1,0,2,1
Port Edwards,WI,1,0,0,0,1,0
Port Ewen,NY,1,0,0,0,1,0
Port Gibson,MS,3,2,1,2,3,1
Port Hadlock,WA,1,0,0,0,1,0
Port Hope,MI,1,0,0,0,1,0
Port Hueneme,CA,13,4,3,4,13,3
Port Huron,MI,10,3,1,3,10,1
Port Jefferson Station,NY,3,1,2,1,3,2
Port Jervis,NY,6,0,0,0,6,0
Port Leyden,NY,1,0,0,0,1,0
Port Ludlow,WA,3,3,3,3,3,3
Port Matilda,PA,1,0,0,0,1,0
Port Neches,TX,2,0,2,0,2,2
Port Norris,NJ,2,4,1,4,2,1
Port Orange,FL,22,7,9,7,22,9
Port Orchard,WA,10,5,1,5,10,1
Port Penn,DE,1,0,1,0,1,1
Port Republic,MD,1,0,0,0,1,0
Port Richey,FL,19,10,5,10,19,5
Port Royal,SC,12,2,1,2,12,1
Port Saint Joe,FL,3,0,0,0,3,0
Port Saint Lucie,FL,72,18,10,18,72,10
Port Saint Lucie (Port St Lucie),FL,22,2,1,2,22,1
Port Salerno,FL,1,0,0,0,1,0
Port St. Lucie,FL,15,5,3,5,15,3
Port St. Lucie ,FL,1,0,0,0,1,0
Port Sulphur,LA,2,3,0,3,2,0
Port Sulphur (Myrtle Grove),LA,1,1,0,1,1,0
Port Townsend,WA,1,0,0,0,1,0
Port Trevorton,PA,2,0,0,0,2,0
Port Washington,WI,1,0,0,0,1,0
Port Wentworth,GA,6,2,3,2,6,3
Portage,IN,28,4,7,4,28,7
Portage,MI,6,3,2,3,6,2
Portage,OH,1,0,0,0,1,0
Portage,WI,7,0,2,0,7,2
Portage (Portage Lake),ME,1,0,0,0,1,0
Portage County,OH,1,0,1,0,1,1
Portage County,WI,1,1,0,1,1,0
Portageville,MO,1,0,1,0,1,1
Portal,GA,6,0,0,0,6,0
Portales,NM,34,3,4,3,34,4
Porter,NY,1,0,0,0,1,0
Porter,OK,3,0,1,0,3,1
Porter,TX,9,2,3,2,9,3
Porter (county),IN,3,2,0,2,3,0
Porter Corners,NY,1,0,0,0,1,0
Porter County,IN,2,1,0,1,2,0
Porterdale,GA,1,1,0,1,1,0
Portersville,PA,3,1,1,1,3,1
Porterville,CA,35,12,7,12,35,7
Porterville (Poplar),CA,1,0,0,0,1,0
Portia,AR,1,0,0,0,1,0
Portland,IN,2,2,0,2,2,0
Portland,ME,52,14,6,14,52,6
Portland,MI,2,0,0,0,2,0
Portland,MO,1,1,0,1,1,0
Portland,OR,941,313,100,313,941,100
Portland,TN,8,3,3,3,8,3
Portland,TX,1,1,0,1,1,0
Portland (Cedar Mill),OR,1,0,0,0,1,0
Portland (King City),OR,2,1,2,1,2,2
Portland (Maywood Park),OR,1,0,0,0,1,0
Portland (Milwaukie),OR,9,3,2,3,9,2
Portland (Oak Grove),OR,4,1,3,1,4,3
Portland (Tigard),OR,6,2,3,2,6,3
Portola Valley,CA,1,0,0,0,1,0
Portsmouth,NH,51,0,3,0,51,3
Portsmouth,OH,12,8,3,8,12,3
Portsmouth,RI,3,0,1,0,3,1
Portsmouth,VA,271,208,58,208,271,58
Posen,IL,4,1,1,1,4,1
Posen,MI,1,0,2,0,1,2
Post,OR,1,0,1,0,1,1
Post,TX,1,0,1,0,1,1
Post Falls,ID,16,1,1,1,16,1
Post Mills,VT,1,0,0,0,1,0
Postville,IA,1,1,0,1,1,0
Poteau,OK,1,0,1,0,1,1
Poteet,TX,1,0,1,0,1,1
Potlatch,ID,1,0,0,0,1,0
Potomac,MD,1,0,2,0,1,2
Potosi,MO,2,1,0,1,2,0
Potosi,WI,1,1,0,1,1,0
Potrero,CA,1,0,1,0,1,1
Potsdam,NY,6,0,1,0,6,1
Pottawatomie (county),KS,1,0,0,0,1,0
Pottawatomie (county),OK,3,3,1,3,3,1
Pottawatomie County,OK,4,3,1,3,4,1
Pottawattamie (county),IA,1,0,0,0,1,0
Potter (county),TX,1,0,0,0,1,0
Potter County,TX,1,0,0,0,1,0
Pottersville,NY,1,0,0,0,1,0
Potts Camp (Bethlehem),MS,1,0,1,0,1,1
Potts Grove,PA,1,0,0,0,1,0
Pottsboro,TX,3,1,2,1,3,2
Pottstown,PA,24,16,6,16,24,6
Pottstown (Stowe),PA,6,4,2,4,6,2
Pottsville,PA,5,3,1,3,5,1
Pottsville (North Manheim),PA,1,0,0,0,1,0
Poughkeepsie,NY,120,39,11,39,120,11
Poulsbo,WA,6,2,2,2,6,2
Poultney,VT,5,0,2,0,5,2
Pound,VA,2,0,1,0,2,1
Pound Ridge,NY,1,0,3,0,1,3
Poway,CA,4,2,2,2,4,2
Powder Springs,GA,18,4,13,4,18,13
Powderly,KY,2,1,0,1,2,0
Powdersville,SC,1,1,0,1,1,0
Powell,TN,6,3,2,3,6,2
Powell,WY,4,0,3,0,4,3
Powell (county),KY,1,1,0,1,1,0
Powellsville,NC,2,0,0,0,2,0
Power (county),ID,1,1,0,1,1,0
Powers,OR,2,1,0,1,2,0
Powers Lake,ND,1,0,1,0,1,1
Powhatan,VA,4,0,2,0,4,2
Powhatan (county),VA,1,0,1,0,1,1
Pownal,VT,1,0,0,0,1,0
Poynette,WI,4,0,1,0,4,1
Prairie City,IA,1,0,2,0,1,2
Prairie City,OR,1,1,0,1,1,0
Prairie Du Chien,WI,3,0,0,0,3,0
Prairie Du Sac,WI,1,0,0,0,1,0
Prairie Home,MO,1,1,0,1,1,0
Prairie View,TX,2,3,2,3,2,2
Prairie Village,KS,7,1,2,1,7,2
Prairieburg,IA,1,0,0,0,1,0
Prairieville,LA,12,7,4,7,12,4
Prairieville (Galvez),LA,1,0,3,0,1,3
Prather,CA,1,0,0,0,1,0
Pratt,KS,4,4,0,4,4,0
Pratt (county),KS,1,0,0,0,1,0
Prattville,AL,32,12,9,12,32,9
Preble,NY,1,1,0,1,1,0
Preble (county),OH,3,2,0,2,3,0
Preble County,OH,3,1,1,1,3,1
Premier,WV,1,1,0,1,1,0
Premont,TX,1,0,1,0,1,1
Prentiss,MS,8,5,8,5,8,8
Prentiss (county),MS,1,0,1,0,1,1
Prentiss County,MS,1,0,0,0,1,0
Prescott,AR,2,0,1,0,2,1
Prescott,AZ,10,3,3,3,10,3
Prescott,MI,1,0,1,0,1,1
Prescott Valley,AZ,9,5,1,5,9,1
Presidio,TX,1,2,0,2,1,0
Presque Isle,ME,4,0,2,0,4,2
Preston,CT,3,1,0,1,3,0
Preston,ID,2,1,5,1,2,5
Preston,MN,1,0,0,0,1,0
Preston,MS,1,0,0,0,1,0
Preston,WA,1,0,0,0,1,0
Preston (county),WV,2,2,0,2,2,0
Preston County,WV,2,0,2,0,2,2
Prestonsburg,KY,4,4,0,4,4,0
Pretty Prairie,KS,2,2,0,2,2,0
Prewitt,NM,2,0,3,0,2,3
Price,UT,3,0,2,0,3,2
Prichard,AL,15,3,6,3,15,6
Pride,LA,2,0,2,0,2,2
Priest River,ID,2,2,0,2,2,0
Primrose,WI,1,0,1,0,1,1
Prince Edward (county),VA,1,0,1,0,1,1
Prince Edward County,VA,1,0,0,0,1,0
Prince Frederick,MD,2,1,0,1,2,0
Prince George,MD,1,0,1,0,1,1
Prince George,VA,7,3,2,3,7,2
Prince George County,VA,2,0,1,0,2,1
Prince George's County,MD,21,0,9,0,21,9
Prince Georges (county),MD,7,5,1,5,7,1
Prince Of Wales Hyder (county),AK,3,0,0,0,3,0
Prince William (county),VA,3,0,0,0,3,0
Prince William County,VA,3,2,0,2,3,0
Princess Anne,MD,7,1,2,1,7,2
Princeton,IN,1,1,0,1,1,0
Princeton,KY,6,1,5,1,6,5
Princeton,LA,2,0,0,0,2,0
Princeton,MN,5,0,1,0,5,1
Princeton,NC,1,0,1,0,1,1
Princeton,NJ,2,0,1,0,2,1
Princeton,OR,1,0,0,0,1,0
Princeton,WI,2,0,1,0,2,1
Princeton,WV,25,10,7,10,25,7
Princetown,NY,1,0,0,0,1,0
Princeville,NC,5,1,0,1,5,0
Princewick,WV,1,0,0,0,1,0
Prineville,OR,6,4,3,4,6,3
Prior Lake,MN,4,3,1,3,4,1
Procious,WV,1,0,1,0,1,1
Proctor,MN,1,0,0,0,1,0
Proctor,OK,1,2,0,2,1,0
Prospect,CT,1,0,0,0,1,0
Prospect,KY,2,0,0,0,2,0
Prospect,OH,1,0,0,0,1,0
Prospect,OR,1,0,0,0,1,0
Prospect Heights,IL,4,1,0,1,4,0
Prospect Park,PA,1,0,0,0,1,0
Prosper,TX,1,0,2,0,1,2
Prosperity,SC,6,4,3,4,6,3
Prosser,WA,11,2,3,2,11,3
Providence,RI,589,264,43,264,589,43
Provincetown,MA,1,0,0,0,1,0
Provo,UT,16,4,2,4,16,2
Prudhoe Bay,AK,1,0,0,0,1,0
Prunedale,CA,3,0,0,0,3,0
Pryor,MT,1,1,2,1,1,2
Pryor,OK,3,2,1,2,3,1
Pryor (Sportsmen Acres),OK,1,0,1,0,1,1
Pueblo,CO,352,90,46,90,352,46
Pueblo (Bessemer),CO,4,0,1,0,4,1
Pueblo (Blende),CO,2,1,0,1,2,0
Pueblo (Pueblo West),CO,11,0,1,0,11,1
Pueblo (county),CO,2,0,2,0,2,2
Pueblo County,CO,2,1,0,1,2,0
Pueblo West,CO,6,0,1,0,6,1
Pulaski,PA,2,0,0,0,2,0
Pulaski,TN,4,1,2,1,4,2
Pulaski,VA,7,2,5,2,7,5
Pulaski (Angelica),WI,1,0,0,0,1,0
Pulaski (county),AR,6,2,1,2,6,1
Pulaski (county),KY,2,1,0,1,2,0
Pulaski (county),MO,2,1,1,1,2,1
Pulaski (county),VA,1,0,0,0,1,0
Pulaski County,AR,10,7,0,7,10,0
Pulaski County,KY,5,0,2,0,5,2
Pulaski County,VA,1,0,1,0,1,1
Pullman,WA,14,6,1,6,14,1
Puna,HI,3,1,0,1,3,0
Punta Gorda,FL,25,2,4,2,25,4
Punta Gorda ,FL,1,0,0,0,1,0
Punxsutawney,PA,2,2,0,2,2,0
Puposky,MN,1,0,1,0,1,1
Purcell,OK,5,1,3,1,5,3
Purcellville,VA,2,1,1,1,2,1
Purchase,NY,1,0,0,0,1,0
Purvis,MS,4,1,2,1,4,2
Puryear,TN,1,0,1,0,1,1
Pushmataha (county),OK,1,1,0,1,1,0
Putnam,CT,3,0,1,0,3,1
Putnam,FL,1,1,0,1,1,0
Putnam (county),FL,3,0,1,0,3,1
Putnam (county),IN,1,1,0,1,1,0
Putnam (county),NY,1,0,0,0,1,0
Putnam (county),TN,1,1,1,1,1,1
Putnam (county),WV,2,1,0,1,2,0
Putnam County,FL,5,1,0,1,5,0
Putnam County,WV,3,1,1,1,3,1
Putnam Valley,NY,2,0,0,0,2,0
Putney,VT,2,0,0,0,2,0
Puyallup,WA,35,8,12,8,35,12
Puyallup (Edgewood),WA,1,0,0,0,1,0
Puyallup (South Hill),WA,7,2,3,2,7,3
Puyallup (Summit),WA,1,1,0,1,1,0
Pylesville,MD,1,0,0,0,1,0
Quail Valley (Canyon Lake),CA,1,0,0,0,1,0
Quaker City,OH,2,1,0,1,2,0
Quakertown,PA,3,0,2,0,3,2
Quanah,TX,1,0,2,0,1,2
Quapaw,OK,2,1,1,1,2,1
Quarryville,PA,3,1,0,1,3,0
Quartzsite,AZ,2,0,2,0,2,2
Queen City,TX,1,1,1,1,1,1
Queen Creek,AZ,2,0,2,0,2,2
Queens,NY,130,78,46,78,130,46
Queensbury,NY,9,3,0,3,9,0
Quicksburg,VA,1,0,0,0,1,0
Quincy,FL,8,6,1,6,8,1
Quincy,IL,66,19,5,19,66,5
Quincy,MA,39,4,0,4,39,0
Quincy,WA,5,2,1,2,5,1
Quincy,WV,1,0,0,0,1,0
Quincy (North Quincy),MA,1,0,0,0,1,0
Quincy (West Quincy),MA,1,1,0,1,1,0
Quinton,AL,1,0,1,0,1,1
Quinton,OK,1,0,0,0,1,0
Quitman,AR,2,1,3,1,2,3
Quitman,GA,2,1,1,1,2,1
Quitman,MS,3,1,2,1,3,2
Quitman,TX,1,1,0,1,1,0
Quitman (Fairbanks),AR,6,0,0,0,6,0
Quitman (county),MS,1,1,0,1,1,0
Rabun (county),GA,1,0,0,0,1,0
Rabun County,GA,1,0,1,0,1,1
Raccoon,KY,1,1,0,1,1,0
Raceland,LA,12,5,5,5,12,5
Raceland (St Charles),LA,1,1,0,1,1,0
Rachel,WV,1,0,1,0,1,1
Racine,NC,1,0,0,0,1,0
Racine,OH,1,0,0,0,1,0
Racine,WI,186,56,17,56,186,17
Racine (county),WI,3,1,0,1,3,0
Racine County,WI,1,0,0,0,1,0
Radcliff,KY,14,10,3,10,14,3
Radford,VA,8,2,0,2,8,0
Radisson,WI,1,0,0,0,1,0
Raeford,NC,20,8,5,8,20,5
Ragland,AL,1,1,0,1,1,0
Ragley,LA,3,0,3,0,3,3
Rahway,NJ,5,2,3,2,5,3
Rainbow City,AL,6,1,3,1,6,3
Rainelle,WV,2,0,0,0,2,0
Rainier,OR,4,2,1,2,4,1
Rainier Valley,WA,2,1,0,1,2,0
Rains,SC,1,0,0,0,1,0
Rains (county),TX,1,1,0,1,1,0
Rainsville,AL,1,1,0,1,1,0
Rainsville (Shiloh),AL,1,1,0,1,1,0
Raisin City,CA,1,1,0,1,1,0
Raleigh,MS,1,1,0,1,1,0
Raleigh,NC,324,193,79,193,324,79
Raleigh,TN,3,1,0,1,3,0
Raleigh (county),WV,4,0,3,0,4,3
Raleigh County,WV,2,0,1,0,2,1
Ralls,TX,1,0,0,0,1,0
Ralph,AL,1,1,0,1,1,0
Ralston,NE,3,1,1,1,3,1
Ralston,OK,1,0,1,0,1,1
Ramah,NM,1,0,1,0,1,1
Ramapo,NY,1,0,0,0,1,0
Ramer,TN,2,2,1,2,2,1
Ramona,CA,3,2,1,2,3,1
Ramona,OK,2,3,0,3,2,0
Ramseur,NC,4,0,2,0,4,2
Ramsey,IL,1,0,1,0,1,1
Ramsey,MN,1,0,1,0,1,1
Ramsey,NJ,2,0,0,0,2,0
Ramsey (county),MN,1,1,0,1,1,0
Rancho Cordova,CA,16,10,8,10,16,8
Rancho Cucamonga,CA,27,6,3,6,27,3
Rancho Dominguez,CA,1,0,2,0,1,2
Rancho Mirage,CA,1,1,0,1,1,0
Rancho Palos Verdes,CA,2,0,0,0,2,0
Rancho Peñasquitos,CA,1,0,0,0,1,0
Rancho Santa Fe,CA,2,1,0,1,2,0
Rancho Santa Margarita,CA,1,0,1,0,1,1
Ranchos De Taos,NM,2,0,0,0,2,0
Rand,WV,1,0,0,0,1,0
Randall,MN,1,1,0,1,1,0
Randall,TX,1,1,0,1,1,0
Randall County,TX,3,0,3,0,3,3
Randallstown,MD,17,11,7,11,17,7
Randle,WA,1,0,1,0,1,1
Randleman,NC,5,2,1,2,5,1
Randlett,OK,1,0,1,0,1,1
Randlett,UT,1,0,1,0,1,1
Randolph,KS,1,0,1,0,1,1
Randolph,MA,17,6,2,6,17,2
Randolph,ME,2,0,0,0,2,0
Randolph,MS,1,1,0,1,1,0
Randolph,NJ,3,0,2,0,3,2
Randolph,NY,3,0,0,0,3,0
Randolph,OH,1,1,0,1,1,0
Randolph,UT,1,0,1,0,1,1
Randolph (county),AL,1,1,2,1,1,2
Randolph (county),AR,2,0,1,0,2,1
Randolph (county),IL,1,0,0,0,1,0
Randolph (county),IN,2,0,0,0,2,0
Randolph (county),MO,1,1,0,1,1,0
Randolph (county),NC,1,0,1,0,1,1
Randolph (county),WV,2,2,0,2,2,0
Randolph County,NC,1,1,0,1,1,0
Randolph County,WV,3,2,0,2,3,0
Rangeley,ME,1,1,1,1,1,1
Rangely,CO,1,0,1,0,1,1
Rankin,IL,3,5,0,5,3,0
Rankin,PA,3,1,1,1,3,1
Rankin (county),MS,8,2,2,2,8,2
Rankin County,MS,5,1,0,1,5,0
Ranlo,NC,1,1,0,1,1,0
Ransomville,NY,2,0,0,0,2,0
Rantoul,IL,30,4,3,4,30,3
Rapid City,SD,80,21,16,21,80,16
Rapid River Township,MI,1,0,0,0,1,0
Rapides (county),LA,1,0,0,0,1,0
Rapides Parish,LA,1,0,0,0,1,0
Raritan Township,NJ,1,1,0,1,1,0
Rathdrum,ID,3,0,0,0,3,0
Raton,NM,5,2,3,2,5,3
Ravalli County,MT,2,0,3,0,2,3
Raven,VA,1,1,0,1,1,0
Ravena,NY,2,0,0,0,2,0
Ravenden,AR,3,1,0,1,3,0
Ravenel,SC,10,7,6,7,10,6
Ravenna,KY,2,1,1,1,2,1
Ravenna,MI,1,0,1,0,1,1
Ravenna,OH,10,6,6,6,10,6
Ravenna Township,MN,1,0,0,0,1,0
Ravensdale,WA,1,0,1,0,1,1
Ravenswood,WV,2,0,0,0,2,0
Ravia,OK,1,0,0,0,1,0
Rawlins,WY,3,0,1,0,3,1
Ray,MI,1,0,0,0,1,0
Ray,MN,2,1,1,1,2,1
Ray (county),MO,1,0,0,0,1,0
Ray City,GA,1,1,0,1,1,0
Raymond,IL,1,0,0,0,1,0
Raymond,MS,6,2,3,2,6,3
Raymond,NH,2,0,0,0,2,0
Raymond,WI,1,0,0,0,1,0
Raymondville,TX,2,1,3,1,2,3
Raymondville (Santa Monica),TX,1,1,1,1,1,1
Raymore,MO,2,1,1,1,2,1
Rayne,LA,19,10,4,10,19,4
Raynham,MA,4,0,0,0,4,0
Raysal,WV,1,0,1,0,1,1
Raytown,MO,5,1,2,1,5,2
Rayville,LA,3,2,1,2,3,1
Readfield,ME,4,1,0,1,4,0
Reading,MA,1,0,1,0,1,1
Reading,MI,1,0,0,0,1,0
Reading,OH,1,0,0,0,1,0
Reading,PA,61,41,28,41,61,28
Reading (Mount Penn),PA,2,1,2,1,2,2
Reading (Muhlenberg Township),PA,1,0,0,0,1,0
Reading (Sinking Spring),PA,3,2,5,2,3,5
Reading (Wyomissing),PA,2,1,0,1,2,0
Readington,NJ,2,0,0,0,2,0
Reagan,TN,1,0,1,0,1,1
Rector,AR,1,0,1,0,1,1
Red Bank,NJ,6,3,0,3,6,0
Red Bank,TN,3,3,0,3,3,0
Red Banks,MS,4,0,2,0,4,2
Red Bay,AL,3,0,0,0,3,0
Red Bluff,CA,103,5,1,5,103,1
Red Cedar,WI,1,0,1,0,1,1
Red Hook,NY,2,0,0,0,2,0
Red Hook (Milan),NY,1,0,0,0,1,0
Red Jacket,WV,2,2,0,2,2,0
Red Lake,MN,2,0,1,0,2,1
Red Lake Falls,MN,3,0,0,0,3,0
Red Lion,PA,6,2,3,2,6,3
Red Lodge,MT,1,0,1,0,1,1
Red Oak,IA,7,2,1,2,7,1
Red Oak,TX,1,1,0,1,1,0
Red Oak (Ovilla),TX,1,0,0,0,1,0
Red River,NM,1,0,1,0,1,1
Red Rock,AZ,1,0,1,0,1,1
Red Rock,TX,1,0,2,0,1,2
Red Rock Canyon National Conservation Area,NV,1,0,1,0,1,1
Red Springs,NC,12,6,7,6,12,7
Red Valley,AZ,1,2,2,2,1,2
Red Wing,MN,8,1,1,1,8,1
Redan,GA,1,2,0,2,1,0
Redby,MN,3,0,0,0,3,0
Redcrest,CA,1,0,0,0,1,0
Reddick,FL,9,4,1,4,9,1
Reddick,IL,1,0,1,0,1,1
Redding,CA,48,15,16,15,48,16
Redding,CT,2,0,2,0,2,2
Redding,PA,2,0,3,0,2,3
Redfield,AR,1,0,1,0,1,1
Redfield,NY,1,1,0,1,1,0
Redfield,SD,1,1,0,1,1,0
Redford,MI,9,5,2,5,9,2
Redford (Redford Twp),MI,3,1,1,1,3,1
Redford Charter Township,MI,11,8,6,8,11,6
Redford Twp (Redford Charter Township),MI,1,1,0,1,1,0
Redlake,MN,1,0,0,0,1,0
Redlands,CA,16,5,7,5,16,7
Redmond,OR,18,1,2,1,18,2
Redmond,WA,6,1,4,1,6,4
Redondo Beach,CA,8,4,4,4,8,4
Redway,CA,6,1,2,1,6,2
Redwood,NY,1,0,0,0,1,0
Redwood (county),MN,1,1,0,1,1,0
Redwood City,CA,9,3,2,3,9,2
Redwood City (Woodside),CA,2,0,0,0,2,0
Redwood Estates,CA,1,0,1,0,1,1
Redwood Valley,CA,5,2,0,2,5,0
Reed,KY,2,1,0,1,2,0
Reed City,MI,1,0,1,0,1,1
Reed Point,MT,1,0,2,0,1,2
Reedley,CA,8,6,3,6,8,3
Reedsburg,WI,4,0,2,0,4,2
Reedsport,OR,2,0,2,0,2,2
Reedsport (Winchester Bay),OR,1,0,0,0,1,0
Reedsville,PA,1,0,0,0,1,0
Reedy,WV,1,0,1,0,1,1
Reevesville,SC,1,0,0,0,1,0
Register,GA,6,0,0,0,6,0
Rehoboth,MA,3,0,0,0,3,0
Rehoboth Beach,DE,9,4,0,4,9,0
Reidland,KY,1,0,1,0,1,1
